"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-L","category","Price","Description"
"571197639","Poisonwood Bible Edition Uk","Barbara Kingsolver","0","Faber Faber Inc","http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg","fiction","7.43807791","b'""The Poisonwood Bible"" is a novel by Barbara Kingsolver, first published in 1998. The story is told through the perspectives of the women of the Price family, who accompany their father, a Baptist missionary, to the Belgian Congo in 1959. The novel explores themes of colonialism, cultural imperialism, religion, and feminism, and is widely considered to be one of Kingsolver\'s most significant works. It has been adapted into a stage play and continues to be a popular and influential work of contemporary literature.'"
"670035262","The Green Man : Tales from the Mythic Forest","Ellen Datlow","2002","Viking Juvenile","http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg","fiction","23.58188626","b'""The Green Man: Tales from the Mythic Forest"" is an anthology of short stories edited by Ellen Datlow and Terri Windling. The book features stories from various authors, including Neil Gaiman, Tanith Lee, Charles de Lint, Jane Yolen, and Jeffrey Ford, all revolving around the theme of the Green Man, a figure from folklore representing the spirit of nature and vegetation. The stories range from fantasy to horror and explore different interpretations and variations of the Green Man myth. The book was published in 2002 and received critical acclaim for its diverse and imaginative storytelling.'"
"679423079","Nicholas Nickleby (Everyman's Library)","Charles Dickens","1993","Alfred A. Knopf","http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg","society","11.3016544","b'""Nicholas Nickleby"" is a novel by Charles Dickens, first published in 1839. The story follows the life of a young man named Nicholas Nickleby, who is forced to take care of his mother and sister after his father dies. Nicholas sets out to make his own fortune and meets a variety of memorable characters along the way, including the cruel and abusive schoolmaster Wackford Squeers, the kind-hearted and eccentric Vincent Crummles, and the villainous Ralph Nickleby, Nicholas\'s own uncle. The novel is known for its social commentary on the treatment of the poor and disadvantaged in Victorian England, as well as its humor and memorable characters.'"
"679751343","Angels & Insects : Two Novellas","A.S. BYATT","1994","Vintage","http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg","science","8.344211934","b'""Angels & Insects"" is a book by A.S. Byatt consisting of two novellas, ""Morpho Eugenia"" and ""The Conjugial Angel."" Both stories deal with themes of natural history, entomology, and Victorian social mores. ""Morpho Eugenia"" follows the story of a young naturalist who travels to the Amazon to study insects and falls in love with a young woman from a wealthy family. ""The Conjugial Angel"" tells the story of a woman who is visited by the ghost of her dead husband, leading her to question her beliefs about the afterlife and the nature of love. The book was adapted into a movie in 1995, directed by Philip Haas.'"
"684833395","Catch 22","Joseph Heller","1996","Simon &amp; Schuster","http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg","health","20.18187719","b'Catch-22 is a satirical novel by American author Joseph Heller, published in 1961. It is set during World War II and follows the story of Captain John Yossarian, a U.S. Army Air Forces bombardier. The novel is famous for its non-linear structure, dark humor, and portrayal of the absurdity of war. It is also known for popularizing the term ""catch-22"" which refers to a situation where a person is trapped by contradictory rules or conditions. The novel has been adapted into a film, a television series, and a stage production, and is widely regarded as a classic of 20th-century literature.'"
"743245024","The Forsyte Saga : The Man of Property and In Chancery","John Galsworthy","2002","Touchstone","http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg","science","13.65479269","b'""The Forsyte Saga"" is a series of novels by John Galsworthy, first published in 1922. It follows the lives of the wealthy Forsyte family, whose members are deeply concerned with propriety, reputation, and financial success. The series spans several generations and explores the changing social and cultural landscape of England during the late 19th and early 20th centuries. The first two novels, ""The Man of Property"" and ""In Chancery,"" focus on the protagonist Soames Forsyte and his unhappy marriage to Irene Heron. The series has been adapted into numerous television and film adaptations and is widely regarded as a classic of English literature.'"
"749748001","The Enchanted Wood","Enid Blyton","2002","Egmont Childrens Books","http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg","health","19.66916741","b'""The Enchanted Wood"" is a children\'s novel written by Enid Blyton, first published in 1939. It is the first book in ""The Faraway Tree"" series, which follows the adventures of three children - Jo, Bessie, and Fanny - who move to the countryside and discover a magical tree in the woods near their home. The tree is inhabited by a host of fantastical creatures and features different lands at the top that change regularly. The children embark on many exciting adventures as they climb the tree and visit the different lands. The book has been adapted for various media, including a television series and a stage play.'"
"749748028","The Folk of the Faraway Tree","Enid Blyton","2002","Egmont Childrens Books","http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg","science","23.31979951","b'""The Folk of the Faraway Tree"" is a children\'s novel by Enid Blyton, first published in 1946. It is the third book in the ""Faraway Tree"" series, which follows the adventures of three children named Joe, Beth and Frannie and their magical experiences in the enchanted wood that surrounds the Faraway Tree. The book introduces new characters such as Silky the fairy and Moon-Face, and features a rotating tree with different lands that can be visited by climbing to the top. The novel is considered a classic of children\'s literature and has been adapted into various forms of media over the years.'"
"963094424","Angels and Visitations: A Miscellany","Neil Gaiman","1993","Dreamhaven Books","http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg","novel","22.18465998","b'""Angels and Visitations: A Miscellany"" is a collection of short stories and essays by British author Neil Gaiman. It was first published in 1993 and includes a mix of previously published and unpublished works. The stories range in genre from horror to fantasy to science fiction, and the collection includes an introduction by Gene Wolfe. Some of the stories featured in the book have gone on to become fan favorites and have been adapted into other forms of media, such as the comic book series ""Sandman"" and the television series ""American Gods.""'"
"1401201172","League of Extraordinary Gentlemen, Vol. 2 (Comic)","Alan Moore","2003","DC Comics","http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg","science","10.38367614","b""series written by Alan Moore and illustrated by Kevin O'Neill. It was published in 2002 as a sequel to the first volume of the same name, and continues to follow the adventures of a team of Victorian-era literary characters including Allan Quatermain, Mina Harker, Captain Nemo, and the Invisible Man. In this volume, the team is tasked with preventing a war between two European countries while also dealing with personal issues and conflicts among themselves. The series combines elements of action, adventure, and literary pastiche, and has been praised for its clever use of characters and themes from classic literature."""
"1563892278","Preludes and Nocturnes (Sandman, Book 1)","Neil Gaiman","1998","DC Comics","http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg","novel","5.399839452","b'""Preludes and Nocturnes"" is the first volume of the graphic novel series ""The Sandman"", written by Neil Gaiman and illustrated by various artists. The story follows Dream, the Lord of Dreams, as he is captured and imprisoned by an occult ritual for seventy years, and his subsequent quest to reclaim his power and realm. The volume includes issues 1-8 of the original comic book series, and features appearances by other DC Comics characters such as John Constantine and the Martian Manhunter. The series has won multiple awards and is considered a classic of the comic book medium.'"
